Date,Open,High,Low,Close,Adj_Close,Volume
13-06-2023,213,220.899994,212.100006,218.300003,216.109116,313388
14-06-2023,221,222.649994,217.149994,220.149994,217.940552,226466
15-06-2023,221.899994,221.899994,208.75,212.199997,210.070328,391097
16-06-2023,213,216.75,211.5,212.600006,210.466324,231080
19-06-2023,215.949997,215.949997,211,211.800003,209.674362,135535
20-06-2023,213.899994,215.350006,211,214.850006,212.693741,116988
21-06-2023,216,217,212.550003,213.350006,211.208801,179061
22-06-2023,215.5,218.899994,210.100006,211.300003,209.179367,294893
23-06-2023,215,215,209.449997,212.449997,210.317825,129629
26-06-2023,212.449997,215.800003,209.100006,212.800003,210.664322,202958
27-06-2023,212.800003,214,208.199997,209.800003,207.694427,128377
28-06-2023,211.800003,213.699997,210,210.949997,208.832886,83326
30-06-2023,213.399994,213.399994,209.050003,210.25,208.139908,80071
03-07-2023,212.800003,219.699997,209.600006,215.850006,213.683716,438961
04-07-2023,217.600006,218.050003,214.199997,216.699997,214.525177,203120
05-07-2023,218.75,221,213.550003,215,212.842239,238717
06-07-2023,215,221.300003,215,219.100006,216.901093,204364
07-07-2023,215.75,219.699997,214.699997,216.949997,214.772659,134493
10-07-2023,216.949997,227.050003,212.600006,223.699997,221.454926,346913
11-07-2023,225.699997,227.949997,219.050003,221.449997,219.227493,290991
12-07-2023,221.5,222.75,216.050003,218.449997,216.257614,144007
13-07-2023,218.949997,222.100006,215.25,216.850006,214.673676,86814
14-07-2023,219,224.899994,217.699997,221.949997,219.722488,184617
17-07-2023,223.449997,223.899994,220.100006,222.350006,220.118469,137143
18-07-2023,222.350006,242,222,239.350006,236.947861,886576
19-07-2023,241,242.899994,234.300003,237.649994,235.264908,482327
20-07-2023,238.800003,250,236.399994,247.350006,244.867569,719350
21-07-2023,247.199997,270,243.949997,268.450012,265.755829,1315097
24-07-2023,268.799988,287.350006,268.799988,280.200012,277.387909,1495160
25-07-2023,277.799988,278.850006,263.450012,265.649994,262.983887,526501
26-07-2023,266,276.75,264.299988,273.299988,270.557129,279902
27-07-2023,273.299988,276.5,271.100006,273,270.260132,121437
28-07-2023,273,273,261.100006,264.600006,261.944458,290606
31-07-2023,264.950012,280,243.199997,246.75,244.27359,1194588
01-08-2023,246.800003,255.800003,243.199997,252.25,249.718384,458281
02-08-2023,254,255.899994,238.649994,247.449997,244.966568,333764
03-08-2023,253.899994,253.899994,245.350006,246.300003,243.82811,218455
04-08-2023,252.949997,255.449997,248.300003,252.800003,250.262878,214973
07-08-2023,254.449997,254.449997,242.350006,243.5,241.056213,257085
08-08-2023,244.899994,252.050003,244.550003,247.350006,244.867569,195593
09-08-2023,248.649994,252.899994,247.350006,248.199997,245.70903,164028
10-08-2023,249.199997,252.050003,248.550003,249.75,247.243484,100879
11-08-2023,249,255,243.550003,249.100006,246.600006,154340
14-08-2023,248.800003,248.899994,242.899994,248.050003,248.050003,86821
16-08-2023,246.75,259,246.699997,252.600006,252.600006,227820
17-08-2023,252.600006,256,248.050003,249.25,249.25,113274
18-08-2023,248,254,243.5,252.800003,252.800003,275975
21-08-2023,253.649994,258.799988,248.449997,250.350006,250.350006,189471
22-08-2023,251.949997,260.899994,251.350006,252.899994,252.899994,372234
23-08-2023,253.100006,255.600006,250.050003,252.449997,252.449997,172425
24-08-2023,252.949997,255.300003,245.600006,247.399994,247.399994,166490
25-08-2023,245.949997,254.850006,237.300003,249.550003,249.550003,452230
28-08-2023,250.149994,258.5,250,250.899994,250.899994,432523
29-08-2023,251.050003,255.699997,249.399994,250.949997,250.949997,210938
30-08-2023,252.949997,254.699997,250.300003,251.050003,251.050003,167159
31-08-2023,251.550003,259,247.75,250.75,250.75,324359
01-09-2023,253.550003,258,250.800003,256.049988,256.049988,316418
04-09-2023,260,264.950012,252.699997,256.399994,256.399994,635457
05-09-2023,257.149994,259.049988,250.5,254.050003,254.050003,204233
06-09-2023,257.850006,257.850006,250.550003,252.949997,252.949997,134564
07-09-2023,254.649994,258.5,251.149994,256.649994,256.649994,202140
08-09-2023,259.299988,279.399994,258.950012,271.950012,271.950012,2704437
11-09-2023,260,261.5,252,253.199997,253.199997,1905864
12-09-2023,253,256.200012,218.25,223.350006,223.350006,2399108
13-09-2023,219,237.600006,218,235.350006,235.350006,1709433
14-09-2023,236.5,241.149994,235.399994,237.050003,237.050003,408859
15-09-2023,237.649994,241.899994,235.399994,237.899994,237.899994,352047
18-09-2023,237.449997,244.300003,236.949997,243,243,370380
20-09-2023,242,244.899994,237.5,238.100006,238.100006,403651
21-09-2023,238.100006,241.100006,234.100006,235.399994,235.399994,253845
22-09-2023,235.399994,237.550003,230.5,234.5,234.5,221839
25-09-2023,235.800003,235.899994,229.300003,233.899994,233.899994,210662
26-09-2023,234.550003,237.5,232.5,236.149994,236.149994,222638
27-09-2023,236.600006,238.5,230.350006,232.050003,232.050003,392156
28-09-2023,235.550003,235.899994,231,232.300003,232.300003,179177
29-09-2023,231,236,227,231.149994,231.149994,171096
03-10-2023,230.899994,233.050003,227.050003,229.300003,229.300003,244421
04-10-2023,229,232.699997,226.100006,228.600006,228.600006,211432
05-10-2023,229.600006,233.449997,228.800003,229.75,229.75,167941
06-10-2023,230.449997,233.899994,230.350006,230.850006,230.850006,135645
09-10-2023,230.350006,234.550003,226.5,228.550003,228.550003,252447
10-10-2023,229,232.649994,227.199997,230.25,230.25,260807
11-10-2023,230.25,239.699997,230,236.699997,236.699997,781723
12-10-2023,236,238.550003,233.050003,234.100006,234.100006,211816
13-10-2023,234.050003,240.899994,229.800003,239.149994,239.149994,705084
16-10-2023,240.449997,247.800003,238.949997,244.949997,244.949997,680500
17-10-2023,246,262,244,254.199997,254.199997,1494808
18-10-2023,255,257.950012,243.199997,251.649994,251.649994,1480061
19-10-2023,254,254,240.850006,241.449997,241.449997,668303
20-10-2023,241.899994,247.300003,235.350006,237,237,763429
23-10-2023,237.399994,239.550003,215.199997,217.550003,217.550003,876256
25-10-2023,221.449997,224.149994,214.399994,216.300003,216.300003,485229
26-10-2023,216.300003,217.75,209.300003,212.199997,212.199997,804077
27-10-2023,213.850006,228,213.800003,222.699997,222.699997,626550
30-10-2023,223.149994,224.550003,215.5,216.199997,216.199997,296199
31-10-2023,216.75,231,216.149994,224.199997,224.199997,1323055
01-11-2023,224.399994,227.949997,217.199997,220.550003,220.550003,210153
02-11-2023,222,223.899994,219.100006,221.100006,221.100006,222786
03-11-2023,220.600006,229.149994,220.600006,226.899994,226.899994,268356
06-11-2023,228.899994,229.600006,224.25,225.550003,225.550003,189332
07-11-2023,226.5,229.050003,224.350006,227.100006,227.100006,188851
08-11-2023,226.399994,228.300003,225.149994,225.699997,225.699997,124071
09-11-2023,226.5,229.449997,223.350006,227.100006,227.100006,194247
10-11-2023,224.050003,231.100006,224.050003,228.949997,228.949997,178099
13-11-2023,231.300003,239.5,225,238.449997,238.449997,632175
15-11-2023,237.300003,239.600006,234.100006,235.850006,235.850006,318842
16-11-2023,236.050003,237.350006,231.5,235.699997,235.699997,260970
17-11-2023,234.800003,241.699997,232.550003,238.850006,238.850006,439828
20-11-2023,240,245.399994,239.050003,241.350006,241.350006,446134
21-11-2023,241.649994,245.649994,239.350006,240.149994,240.149994,234344
22-11-2023,241.050003,245.5,234.199997,244.050003,244.050003,426636
23-11-2023,247.550003,249.899994,242.399994,244.199997,244.199997,340474
24-11-2023,245.050003,245.149994,239,240.199997,240.199997,166941
28-11-2023,240.449997,243.75,238.149994,242,242,259762
29-11-2023,242.5,246,240.5,244.149994,244.149994,340014
30-11-2023,245,245.5,237.399994,238.25,238.25,315124
01-12-2023,240,244.050003,234.949997,238.649994,238.649994,315436
04-12-2023,240.100006,244.5,238.699997,241.100006,241.100006,320699
05-12-2023,242,243.5,236.800003,238.800003,238.800003,208324
06-12-2023,237,240.649994,236.649994,237.449997,237.449997,176690
07-12-2023,237.449997,239,234.5,235.550003,235.550003,232521
08-12-2023,237.300003,238.449997,232.25,234.449997,234.449997,206201
11-12-2023,235.399994,239.699997,233.899994,238.899994,238.899994,213117
12-12-2023,243.050003,243.649994,236.5,237.300003,237.300003,470685
13-12-2023,238.149994,239.050003,235.100006,236.149994,236.149994,194579
14-12-2023,238.300003,241.25,236.050003,237.300003,237.300003,234300
15-12-2023,237.300003,240.100006,235.850006,236.5,236.5,329871
18-12-2023,237.25,244,236.600006,239.25,239.25,548797
19-12-2023,239.899994,248.550003,239.850006,246.949997,246.949997,922528
20-12-2023,263.299988,269.399994,243,248.300003,248.300003,4076956
21-12-2023,249.600006,270,245.75,266.049988,266.049988,1828454
22-12-2023,270,277.5,267.600006,270.450012,270.450012,1984541
26-12-2023,271.399994,305.899994,271,303.399994,303.399994,7244313
27-12-2023,309.399994,314.899994,298,300.399994,300.399994,3541157
28-12-2023,302.399994,307.799988,301,303.549988,303.549988,728584
29-12-2023,304.600006,307.200012,301,303.299988,303.299988,483412
01-01-2024,304.5,312.5,303,304.350006,304.350006,402989
02-01-2024,304.950012,308.950012,291,302.100006,302.100006,599796
03-01-2024,302.75,303.25,293,296.200012,296.200012,326689
04-01-2024,297.399994,304.950012,294,302.950012,302.950012,469495
05-01-2024,302.950012,308.799988,296.649994,298.100006,298.100006,659699
08-01-2024,299.5,305.450012,287.799988,302.5,302.5,1183707
09-01-2024,305.25,308.700012,300.899994,303,303,666035
10-01-2024,304,307.950012,300.450012,304.700012,304.700012,393878
11-01-2024,309,314,304.200012,308.75,308.75,981464
12-01-2024,311,311.149994,306.049988,307.950012,307.950012,410954
15-01-2024,309.899994,312.049988,305,307,307,474414
16-01-2024,308.149994,328.299988,305.899994,323.950012,323.950012,2975516
17-01-2024,322.950012,326.799988,314.5,318.299988,318.299988,1063114
18-01-2024,318.700012,323.200012,307.5,318.049988,318.049988,687787
19-01-2024,319.399994,325.5,319.100006,322.149994,322.149994,516149
23-01-2024,327.450012,327.450012,310.100006,312.200012,312.200012,629122
24-01-2024,313.399994,328.799988,313.100006,322.75,322.75,820874
25-01-2024,323.700012,336.950012,323.700012,327.399994,327.399994,1008499
29-01-2024,331.100006,342.700012,322.149994,338.25,338.25,1175848
30-01-2024,342,342,318,325.75,325.75,1637915
31-01-2024,328,332,322,322.600006,322.600006,488647
01-02-2024,312.350006,323,312.350006,318.149994,318.149994,441749
02-02-2024,319.600006,322.649994,315,315.450012,315.450012,364946
05-02-2024,316,319.899994,314.350006,315.25,315.25,320745
06-02-2024,316.600006,320.200012,315.450012,316.5,316.5,190581
07-02-2024,319.799988,324,313.149994,316.700012,316.700012,419765
08-02-2024,318.149994,320.950012,312,314.299988,314.299988,305603
09-02-2024,316.649994,336,311.799988,326.399994,326.399994,1774281
12-02-2024,328.700012,335,316.950012,321.649994,321.649994,718258
13-02-2024,323.149994,323.5,312.100006,315.5,315.5,277327
14-02-2024,310,321.649994,310,319.299988,319.299988,215163
15-02-2024,320,328,317.799988,319.700012,319.700012,392348
16-02-2024,323,325.700012,316.200012,317.25,317.25,281401
19-02-2024,319.5,329,316.299988,319.850006,319.850006,508804
20-02-2024,320.799988,327.5,318.399994,324.5,324.5,245850
21-02-2024,326.399994,328.75,319.25,321.600006,321.600006,362283
22-02-2024,323.700012,324,314.549988,320.299988,320.299988,291159
23-02-2024,320.649994,322.700012,316.700012,318.950012,318.950012,174816
26-02-2024,320.75,335,317.5,331.200012,331.200012,1193198
27-02-2024,333.350006,348,329.25,346.299988,346.299988,2170569
28-02-2024,348,355,327.950012,332.399994,332.399994,1849009
29-02-2024,333.25,334.850006,327.100006,331.700012,331.700012,442726
01-03-2024,335,354.5,335,344.25,344.25,2136278
04-03-2024,349.950012,349.950012,338.549988,340.450012,340.450012,399273
05-03-2024,340.450012,346.649994,335.75,344.450012,344.450012,471131
06-03-2024,344.600006,344.600006,328.649994,331.299988,331.299988,555172
07-03-2024,335,339.899994,329.899994,336.049988,336.049988,428616
11-03-2024,348.899994,351.200012,332.100006,336.25,336.25,444523
12-03-2024,336.25,336.299988,322.299988,325.899994,325.899994,347977
13-03-2024,327.649994,327.649994,305.950012,308.899994,308.899994,640190
14-03-2024,308.899994,325,308.049988,322.700012,322.700012,332275
15-03-2024,322.950012,330.5,317,328.200012,328.200012,264347
18-03-2024,328.299988,330.549988,322.049988,325.049988,325.049988,191806
19-03-2024,324.700012,328.25,316.399994,325.799988,325.799988,222553
20-03-2024,328.100006,328.100006,320,324.600006,324.600006,140423
21-03-2024,328,329.899994,320.799988,327.799988,327.799988,147837
22-03-2024,326,339.450012,324,337.950012,337.950012,325948
26-03-2024,338,342.899994,332,339.350006,339.350006,348759
27-03-2024,341,345,334,335.200012,335.200012,355080
28-03-2024,335.200012,339.899994,332.100006,337.850006,337.850006,214574
01-04-2024,339.200012,341.600006,334.100006,338.75,338.75,357715
02-04-2024,339.799988,350.549988,335,341.649994,341.649994,1028445
03-04-2024,339.950012,345.100006,336,338.299988,338.299988,425090
04-04-2024,341.899994,342,320,324.049988,324.049988,1053344
05-04-2024,326,330.049988,322.100006,323.549988,323.549988,543997
08-04-2024,325,326.600006,309.200012,310.600006,310.600006,724944
09-04-2024,313.75,316.799988,310.5,311.600006,311.600006,371246
10-04-2024,312,314,307.049988,308.799988,308.799988,308543
12-04-2024,309.049988,313.649994,305.399994,306.850006,306.850006,616503
15-04-2024,306.799988,311.549988,296.399994,299.299988,299.299988,735246
16-04-2024,298.700012,305,297.950012,300.75,300.75,360471
18-04-2024,301.5,311.649994,301.5,310,310,483688
19-04-2024,301,315.950012,301,314.350006,314.350006,314249
22-04-2024,314.75,324,314.600006,322.5,322.5,281134
23-04-2024,323,329.299988,319.5,327.149994,327.149994,442592
24-04-2024,330.899994,339.549988,330,332.700012,332.700012,584197
25-04-2024,334.5,335.5,331.200012,333.5,333.5,210014
26-04-2024,335.5,335.899994,331.25,333.450012,333.450012,274940
29-04-2024,334.700012,335.899994,330,331.5,331.5,171034
30-04-2024,332,334.450012,330.299988,332.5,332.5,175240
02-05-2024,333.850006,336.450012,331,332.5,332.5,245695
03-05-2024,334.75,335.450012,331,332.600006,332.600006,237921
06-05-2024,334.75,337.799988,327,330.600006,330.600006,321461
07-05-2024,333.25,334.450012,325.399994,327.950012,327.950012,259620
08-05-2024,331.450012,363.299988,329.25,359.399994,359.399994,3373877
09-05-2024,364.450012,364.450012,335.049988,339.799988,339.799988,1236707
10-05-2024,342.75,349.799988,335.399994,346,346,447148
13-05-2024,348.950012,366.850006,345,363.049988,363.049988,1115489
14-05-2024,369,369,356.100006,359.100006,359.100006,641698
15-05-2024,360.700012,363.549988,356.200012,358.799988,358.799988,362401
16-05-2024,360.700012,363,354.100006,358.600006,358.600006,432012
17-05-2024,359.649994,362,355.5,359.200012,359.200012,274592
21-05-2024,366,366,358,359.350006,359.350006,458401
22-05-2024,361,362.149994,351.899994,358.799988,358.799988,296388
23-05-2024,359.799988,361.950012,352.799988,354.5,354.5,246440
24-05-2024,355.200012,365,353.299988,359.850006,359.850006,403109
27-05-2024,367,369,360.100006,362.850006,362.850006,467705
28-05-2024,366,371.799988,357.049988,369.200012,369.200012,741196
29-05-2024,374.799988,377.25,367,371.549988,371.549988,706520
30-05-2024,388.100006,419.799988,381.899994,407.100006,407.100006,12737468
31-05-2024,413.450012,423.200012,397.5,402.899994,402.899994,2822617
03-06-2024,435,435,420.399994,426.600006,426.600006,1971296
04-06-2024,441,479.799988,405,455.450012,455.450012,13015185
05-06-2024,476.100006,546.5,476.100006,546.5,546.5,12632703
06-06-2024,590,601.150024,576,601.150024,601.150024,9730291
07-06-2024,635.950012,661.25,607.150024,661.25,661.25,9189783
10-06-2024,714,727.349976,650,695.049988,695.049988,20439142
11-06-2024,null,null,null,null,null,null
12-06-2024,null,null,null,null,null,null
13-06-2024,601,612,597.349976,606.450012,606.450012,2727606
